,chart,level
1218,11763_expert,9.8
1219,11763_master,11.8
1220,11763_remaster,13.5
1221,11767_expert,9.7
1222,11767_master,13.0
1223,11769_expert,10.5
1224,11769_master,13.8
1225,11772_expert,10.9
1226,11772_master,13.7
1227,11773_expert,9.8
1228,11773_master,13.1
1229,11780_expert,9.7
1230,11780_master,12.5
1231,11783_expert,10.7
1232,11783_master,13.7
1233,11784_expert,11.2
1234,11784_master,13.8
1235,11785_expert,10.5
1236,11785_master,13.1
1237,11793_expert,10.2
1238,11793_master,13.2
1239,11794_expert,11.0
1240,11794_master,13.4
1241,11795_expert,9.8
1242,11795_master,12.8
1243,11796_expert,11.0
1244,11796_master,13.8
1245,11797_expert,10.5
1246,11797_master,13.7
1247,11802_expert,9.5
1248,11802_master,13.0
1249,11805_expert,10.0
1250,11805_master,13.2
1251,11833_expert,9.0
1252,11833_master,13.0
1253,11834_expert,11.2
1254,11834_master,13.7
1255,11838_expert,10.5
1256,11838_master,11.9
1257,11838_remaster,13.8
1258,11839_expert,9.0
1259,11839_master,12.7
1260,11840_expert,9.8
1261,11840_master,13.3
1262,11847_expert,11.2
1263,11847_master,13.7
1264,11850_expert,9.7
1265,11850_master,13.2
1266,11851_expert,10.0
1267,11851_master,13.2
1268,11852_expert,9.5
1269,11852_master,12.5
1270,11856_expert,9.5
1271,11856_master,12.9
1272,11857_expert,9.7
1273,11857_master,12.8
1274,11858_expert,10.2
1275,11858_master,13.0
1276,11859_expert,10.5
1277,11859_master,13.8
1278,11862_expert,9.8
1279,11862_master,13.5
1280,11863_expert,10.0
1281,11863_master,13.0
1282,11864_expert,9.9
1283,11864_master,12.9
1284,11865_expert,9.9
1285,11865_master,13.3
1286,11866_expert,9.2
1287,11866_master,13.3
1288,11871_expert,9.7
1289,11871_master,12.8
1290,11872_expert,9.8
1291,11872_master,13.2
1292,11873_expert,10.7
1293,11873_master,13.0
1294,11913_expert,10.7
1295,11913_master,11.8
1296,11913_remaster,13.4
1297,11914_expert,10.8
1298,11914_master,12.0
1299,11914_remaster,13.7
1300,11951_expert,10.0
1301,11951_master,13.0
1302,121_expert,10.7
1303,121_master,12.4
1304,122_expert,11.2
1305,122_master,12.6
1306,125_expert,10.7
1307,125_master,13.4
1308,146_expert,11.2
1309,146_master,13.0
1310,146_remaster,13.4
1311,169_expert,8.1
1312,169_master,10.0
1313,184_expert,9.4
1314,184_master,12.7
1315,185_expert,9.6
1316,185_master,12.8
1317,186_expert,9.8
1318,186_master,11.2
1319,187_expert,9.8
1320,187_master,13.2
1321,188_expert,11.0
1322,188_master,13.3
1323,189_expert,10.9
1324,189_master,12.7
1325,190_expert,10.7
1326,190_master,12.7
1327,191_expert,12.7
1328,191_master,14.1
1329,192_expert,9.9
1330,192_master,12.8
1331,193_expert,11.0
1332,193_master,13.3
1333,194_expert,10.7
1334,194_master,13.3
1335,198_expert,11.7
1336,198_master,13.2
1337,198_remaster,14.1
1338,223_expert,12.5
1339,223_master,13.8
1340,256_expert,8.6
1341,256_master,12.2
1342,256_remaster,12.7
1343,258_expert,11.7
1344,258_master,13.8
1345,259_expert,9.9
1346,259_master,13.3
1347,268_expert,10.0
1348,268_master,13.8
1349,269_expert,12.6
1350,269_master,13.9
1351,280_expert,11.4
1352,280_master,13.2
1353,281_expert,10.9
1354,281_master,13.2
1355,282_expert,10.1
1356,282_master,12.6
1357,282_remaster,12.9
1358,283_expert,10.7
1359,283_master,13.7
1360,284_expert,10.1
1361,284_master,12.5
1362,285_expert,11.8
1363,285_master,13.7
1364,288_expert,10.7
1365,288_master,13.8
1366,289_expert,9.4
1367,289_master,11.9
1368,290_expert,9.7
1369,290_master,10.9
1370,291_expert,9.4
1371,291_master,12.0
1372,299_expert,10.8
1373,299_master,13.6
1374,299_remaster,14.2
1375,300_expert,11.5
1376,300_master,12.7
1377,315_expert,9.9
1378,315_master,13.2
1379,316_expert,10.7
1380,316_master,12.6
1381,322_expert,11.3
1382,322_master,12.5
1383,331_expert,9.8
1384,331_master,12.4
1385,332_expert,10.3
1386,332_master,12.5
1387,341_expert,10.1
1388,341_master,13.3
1389,353_expert,9.0
1390,353_master,12.5
1391,358_expert,10.8
1392,358_master,13.6
1393,374_expert,11.8
1394,374_master,13.4
1395,375_expert,11.2
1396,375_master,12.7
1397,380_expert,11.7
1398,380_master,13.7
1399,382_expert,10.8
1400,382_master,13.3
1401,383_expert,10.7
1402,383_master,12.5
1403,399_expert,10.1
1404,399_master,12.7
1405,400_expert,10.9
1406,400_master,13.8
1407,401_expert,9.9
1408,401_master,13.7
1409,407_expert,10.6
1410,407_master,12.7
1411,408_expert,9.7
1412,408_master,13.3
1413,409_expert,10.7
1414,409_master,12.0
1415,410_expert,11.3
1416,410_master,13.4
1417,411_expert,11.8
1418,411_master,13.9
1419,412_expert,9.9
1420,412_master,12.7
1421,417_expert,9.7
1422,417_master,13.4
1423,419_expert,10.7
1424,419_master,13.3
1425,432_expert,12.7
1426,432_master,14.0
1427,436_expert,9.8
1428,436_master,12.3
1429,440_expert,10.4
1430,440_master,13.0
1431,447_expert,10.6
1432,447_master,13.4
1433,448_expert,9.9
1434,448_master,13.6
1435,449_expert,9.7
1436,449_master,12.7
1437,44_expert,9.6
1438,44_master,12.5
1439,450_expert,8.9
1440,450_master,12.4
1441,451_expert,11.7
1442,451_master,13.8
1443,46_expert,9.3
1444,46_master,11.7
1445,477_expert,10.9
1446,477_master,13.8
1447,507_expert,10.8
1448,507_master,13.0
1449,508_expert,10.0
1450,508_master,11.8
1451,509_expert,10.7
1452,509_master,12.8
1453,510_expert,11.6
1454,510_master,13.1
1455,511_expert,10.1
1456,511_master,13.4
1457,512_expert,10.8
1458,512_master,12.7
1459,513_expert,10.4
1460,513_master,12.0
1461,513_remaster,12.7
1462,514_expert,11.1
1463,514_master,12.9
1464,515_expert,11.0
1465,515_master,13.4
1466,516_expert,9.9
1467,516_master,12.5
1468,517_expert,9.4
1469,517_master,10.8
1470,518_expert,10.1
1471,518_master,13.3
1472,519_expert,11.7
1473,519_master,13.6
1474,520_expert,10.8
1475,520_master,13.6
1476,521_expert,11.3
1477,521_master,13.5
1478,521_expert,11.3
1479,521_master,13.5
1480,522_expert,9.1
1481,522_master,13.2
1482,523_expert,10.1
1483,523_master,12.9
1484,524_expert,10.5
1485,524_master,12.8
1486,525_expert,10.9
1487,525_master,12.5
1488,525_remaster,13.4
1489,552_expert,10.9
1490,552_master,13.2
1491,553_expert,11.0
1492,553_master,13.3
1493,565_expert,11.0
1494,565_master,13.3
1495,580_expert,11.8
1496,580_master,13.8
1497,587_expert,11.7
1498,587_master,13.4
1499,598_expert,10.8
1500,598_master,13.7
1501,599_expert,9.9
1502,599_master,12.0
1503,610_expert,11.3
1504,610_master,13.8
1505,618_expert,9.9
1506,618_master,11.9
1507,620_expert,9.8
1508,620_master,11.6
1509,621_expert,12.1
1510,621_master,13.3
1511,622_expert,11.6
1512,622_master,13.4
1513,637_expert,10.8
1514,637_master,12.7
1515,63_expert,9.4
1516,63_master,11.7
1517,646_expert,11.1
1518,646_master,12.5
1519,647_expert,10.0
1520,647_master,12.8
1521,64_expert,9.7
1522,64_master,12.4
1523,655_expert,9.8
1524,655_master,12.8
1525,65_expert,9.3
1526,65_master,11.4
1527,65_remaster,12.5
1528,663_expert,10.9
1529,663_master,13.4
1530,66_expert,9.7
1531,66_master,13.0
1532,66_remaster,13.3
1533,670_expert,11.9
1534,670_master,13.6
1535,675_expert,11.7
1536,675_master,12.9
1537,676_expert,11.0
1538,676_master,12.5
1539,677_expert,10.5
1540,677_master,11.5
1541,67_expert,9.8
1542,67_master,12.4
1543,682_expert,11.9
1544,682_master,13.8
1545,683_expert,10.2
1546,683_master,13.0
1547,687_expert,10.9
1548,687_master,13.2
1549,690_expert,11.5
1550,690_master,13.3
1551,691_expert,10.8
1552,691_master,12.7
1553,692_expert,10.6
1554,692_master,13.4
1555,693_expert,10.4
1556,693_master,13.1
1557,706_expert,9.8
1558,706_master,12.9
1559,707_expert,10.0
1560,707_master,12.6
1561,708_expert,10.7
1562,708_master,12.6
1563,709_expert,12.7
1564,709_master,13.3
1565,711_expert,12.6
1566,711_master,13.8
1567,71_expert,9.7
1568,71_master,11.7
1569,71_remaster,13.3
1570,720_expert,11.7
1571,720_master,13.6
1572,725_expert,10.7
1573,725_master,13.3
1574,726_expert,11.1
1575,726_master,13.3
1576,731_expert,9.8
1577,731_master,11.4
1578,731_remaster,13.2
1579,73_expert,8.8
1580,73_master,11.7
1581,741_expert,11.5
1582,741_master,12.3
1583,741_remaster,13.7
1584,742_expert,10.5
1585,742_master,12.5
1586,747_expert,10.3
1587,747_master,11.6
1588,748_expert,10.9
1589,748_master,13.2
1590,749_expert,11.2
1591,749_master,13.1
1592,750_expert,12.4
1593,750_master,14.5
1594,761_expert,10.9
1595,761_master,12.8
1596,762_expert,11.2
1597,762_master,13.4
1598,763_expert,10.8
1599,763_master,11.9
1600,763_remaster,13.2
1601,764_expert,10.3
1602,764_master,13.3
1603,781_expert,10.7
1604,781_master,13.3
1605,782_expert,11.3
1606,782_master,12.8
1607,791_expert,10.5
1608,791_master,12.6
1609,792_expert,11.1
1610,792_master,12.0
1611,792_remaster,13.2
1612,793_expert,10.9
1613,793_master,11.8
1614,793_remaster,13.3
1615,801_expert,11.7
1616,801_master,13.4
1617,804_expert,10.9
1618,804_master,13.4
1619,805_expert,11.7
1620,805_master,13.2
1621,806_expert,11.0
1622,806_master,11.9
1623,806_remaster,12.8
1624,807_expert,10.4
1625,807_master,13.2
1626,809_expert,11.1
1627,809_master,12.0
1628,809_remaster,13.3
1629,810_expert,9.5
1630,810_master,12.5
1631,811_expert,11.4
1632,811_master,13.1
1633,829_expert,11.8
1634,829_master,13.4
1635,830_expert,11.7
1636,830_master,12.1
1637,830_remaster,13.8
1638,831_expert,10.4
1639,831_master,11.5
1640,831_remaster,13.0
1641,832_expert,10.0
1642,832_master,12.7
1643,841_expert,12.4
1644,841_master,13.7
1645,842_expert,10.3
1646,842_master,12.5
1647,843_expert,11.8
1648,843_master,13.8
1649,847_expert,11.4
1650,847_master,12.6
1651,10021_expert,8.8
1652,10021_master,11.3
1653,10021_remaster,12.8
1654,10181_expert,8.2
1655,10181_master,12.0
1656,10475_expert,9.0
1657,10475_master,12.3
1658,10500_expert,9.3
1659,10500_master,11.9
1660,10501_expert,8.5
1661,10501_master,11.8
1662,10560_expert,10.0
1663,10560_master,12.5
1664,10615_expert,9.8
1665,10615_master,12.8
1666,10668_expert,9.2
1667,10668_master,11.9
1668,10728_expert,9.2
1669,10728_master,12.8
1670,10_expert,8.1
1671,10_master,9.9
1672,11035_expert,8.8
1673,11035_master,11.9
1674,11036_expert,9.2
1675,11036_master,11.5
1676,11036_remaster,12.8
1677,11037_expert,9.4
1678,11037_master,12.0
1679,11038_expert,9.1
1680,11038_master,11.8
1681,11039_expert,10.0
1682,11039_master,11.8
1683,11041_expert,9.2
1684,11041_master,12.4
1685,11042_expert,9.2
1686,11042_master,11.5
1687,11055_expert,9.1
1688,11055_master,12.5
1689,11056_expert,10.5
1690,11056_master,12.6
1691,11057_expert,11.2
1692,11057_master,13.5
1693,11062_expert,10.2
1694,11062_master,12.6
1695,11063_expert,9.2
1696,11063_master,11.8
1697,11071_expert,9.8
1698,11071_master,12.7
1699,11072_expert,9.5
1700,11072_master,11.8
1701,11076_expert,8.7
1702,11076_master,11.9
1703,11077_expert,9.7
1704,11077_master,12.7
1705,11113_expert,8.5
1706,11113_master,12.0
1707,11113_remaster,12.8
1708,11114_expert,9.7
1709,11114_master,12.5
1710,11115_expert,8.7
1711,11115_master,12.5
1712,11116_expert,9.2
1713,11116_master,11.9
1714,11117_expert,9.8
1715,11117_master,12.5
1716,11118_expert,9.7
1717,11118_master,12.9
1718,11119_expert,9.6
1719,11119_master,11.2
1720,11120_expert,9.8
1721,11120_master,11.9
1722,11144_expert,8.8
1723,11144_master,12.4
1724,11150_expert,8.8
1725,11150_master,12.0
1726,11151_expert,8.5
1727,11151_master,12.3
1728,11178_expert,8.9
1729,11178_master,12.0
1730,11179_expert,8.8
1731,11179_master,11.8
1732,11180_expert,9.0
1733,11180_master,11.5
1734,11180_remaster,13.0
1735,11182_expert,9.5
1736,11182_master,12.0
1737,11183_expert,8.9
1738,11183_master,12.7
1739,11184_expert,8.7
1740,11184_master,12.2
1741,11184_remaster,12.8
1742,11217_expert,9.0
1743,11217_master,12.7
1744,11250_expert,9.8
1745,11250_master,11.7
1746,11250_remaster,13.0
1747,11251_expert,7.9
1748,11251_master,10.7
1749,11251_remaster,13.0
1750,11252_expert,9.7
1751,11252_master,11.7
1752,11252_remaster,13.0
1753,11253_expert,8.8
1754,11253_master,12.8
1755,11254_expert,8.7
1756,11254_master,11.0
1757,11254_remaster,12.7
1758,11255_expert,9.0
1759,11255_master,12.7
1760,11256_expert,9.7
1761,11256_master,12.5
1762,11257_expert,8.5
1763,11257_master,12.7
1764,11259_expert,10.0
1765,11259_master,12.5
1766,11321_expert,8.5
1767,11321_master,11.2
1768,11321_remaster,13.0
1769,11322_expert,9.8
1770,11322_master,11.7
1771,11322_remaster,13.2
1772,11323_expert,8.0
1773,11323_master,12.5
1774,11324_expert,8.5
1775,11324_master,12.2
1776,11336_expert,9.8
1777,11336_master,12.5
1778,11346_expert,9.8
1779,11346_master,12.9
1780,11347_expert,10.7
1781,11347_master,13.7
1782,11348_expert,11.0
1783,11348_master,13.2
1784,11352_expert,8.0
1785,11352_master,11.8
1786,11356_expert,8.2
1787,11356_master,12.5
1788,11358_expert,10.5
1789,11358_master,13.4
1790,11367_expert,8.7
1791,11367_master,12.7
1792,11369_expert,9.8
1793,11369_master,11.8
1794,11369_remaster,13.5
1795,11406_expert,8.0
1796,11406_master,12.6
1797,11407_expert,9.8
1798,11407_master,11.5
1799,11407_remaster,13.0
1800,11408_expert,11.7
1801,11408_master,13.2
1802,11409_expert,9.8
1803,11409_master,11.0
1804,11409_remaster,13.5
1805,11420_expert,10.5
1806,11420_master,13.2
1807,11421_expert,8.7
1808,11421_master,12.2
1809,11422_expert,10.5
1810,11422_master,12.8
1811,11430_expert,10.2
1812,11430_master,12.8
1813,11431_expert,9.0
1814,11431_master,12.9
1815,11432_expert,10.5
1816,11432_master,13.8
1817,11433_expert,10.8
1818,11433_master,13.4
1819,11450_expert,9.0
1820,11450_master,12.5
1821,11480_expert,8.5
1822,11480_master,12.8
1823,11483_expert,8.5
1824,11483_master,11.5
1825,11483_remaster,13.2
1826,11484_expert,9.7
1827,11484_master,13.4
1828,11497_expert,9.5
1829,11497_master,12.7
1830,11498_expert,10.7
1831,11498_master,13.6
1832,11501_expert,9.8
1833,11501_master,13.3
1834,11503_expert,10.7
1835,11503_master,13.7
1836,11506_expert,8.7
1837,11506_master,12.9
1838,11507_expert,10.0
1839,11507_master,13.3
1840,11555_expert,10.7
1841,11555_master,13.4
1842,11556_expert,10.5
1843,11556_master,13.8
1844,11557_expert,10.5
1845,11557_master,13.0
1846,11560_expert,10.0
1847,11560_master,13.2
1848,11561_expert,9.8
1849,11561_master,11.5
1850,11561_remaster,13.7
1851,11568_expert,10.8
1852,11568_master,13.5
1853,11569_expert,9.5
1854,11569_master,12.9
1855,11577_expert,8.7
1856,11577_master,12.9
1857,11590_expert,10.5
1858,11590_master,13.8
1859,11634_expert,10.0
1860,11634_master,11.8
1861,11634_remaster,13.8
1862,11635_expert,10.8
1863,11635_master,13.4
1864,11636_expert,9.7
1865,11636_master,12.6
1866,11639_expert,10.5
1867,11639_master,12.8
1868,11644_expert,10.8
1869,11644_master,12.2
1870,11652_expert,12.0
1871,11652_master,13.8
1872,11653_expert,11.2
1873,11653_master,13.5
1874,11692_expert,10.7
1875,11692_master,11.9
1876,11692_remaster,13.8
1877,11693_expert,10.0
1878,11693_master,13.0
1879,11696_expert,9.8
1880,11696_master,11.5
1881,11696_remaster,13.1
1882,11712_expert,10.7
1883,11712_master,12.7
1884,11730_expert,10.7
1885,11730_master,13.8
1886,11731_expert,10.0
1887,11731_master,13.1
1888,11734_expert,11.0
1889,11734_master,13.7
1890,11760_expert,9.8
1891,11760_master,11.7
1892,11760_remaster,13.2
1893,11764_expert,9.5
1894,11764_master,11.8
1895,11764_remaster,13.4
1896,11765_expert,9.2
1897,11765_master,13.1
1898,11766_expert,9.7
1899,11766_master,12.7
1900,11774_expert,10.0
1901,11774_master,13.0
1902,11775_expert,11.4
1903,11775_master,13.2
1904,11778_expert,10.7
1905,11778_master,12.0
1906,11778_remaster,14.0
1907,11779_expert,10.5
1908,11779_master,11.8
1909,11779_remaster,13.7
1910,11782_expert,10.7
1911,11782_master,13.4
1912,11791_expert,9.5
1913,11791_master,12.9
1914,11831_expert,10.0
1915,11831_master,12.9
1916,11832_expert,12.0
1917,11832_master,13.8
1918,11835_expert,9.8
1919,11835_master,11.6
1920,11835_remaster,13.2
1921,11836_expert,9.7
1922,11836_master,11.8
1923,11836_remaster,13.2
1924,11837_expert,9.8
1925,11837_master,12.8
1926,11843_expert,9.8
1927,11843_master,13.1
1928,11844_expert,10.5
1929,11844_master,13.8
1930,11845_expert,9.8
1931,11845_master,13.0
1932,11846_expert,9.7
1933,11846_master,13.4
1934,11867_expert,10.5
1935,11867_master,13.0
1936,11867_remaster,13.7
1937,11868_expert,9.7
1938,11868_master,13.3
1939,11869_expert,10.8
1940,11869_master,13.6
1941,11870_expert,11.0
1942,11870_master,13.8
1943,11908_expert,9.8
1944,11908_master,13.3
1945,11909_expert,10.2
1946,11909_master,13.6
1947,11910_expert,9.8
1948,11910_master,12.8
1949,11911_expert,9.7
1950,11911_master,13.0
1951,11912_expert,10.2
1952,11912_master,13.4
1953,11_expert,7.0
1954,11_master,8.7
1955,126_expert,8.0
1956,126_master,9.9
1957,127_expert,10.9
1958,127_master,10.9
1959,148_expert,8.5
1960,148_master,11.3
1961,149_expert,9.0
1962,149_master,10.3
1963,15_expert,8.5
1964,15_master,8.9
1965,161_expert,8.2
1966,161_master,9.8
1967,164_expert,9.1
1968,164_master,10.1
1969,165_expert,8.4
1970,165_master,9.9
1971,166_expert,7.7
1972,166_master,9.9
1973,167_expert,8.6
1974,167_master,10.4
1975,168_expert,9.3
1976,168_master,10.2
1977,172_expert,8.2
1978,172_master,11.1
1979,173_expert,8.6
1980,173_master,10.0
1981,174_expert,7.5
1982,174_master,10.7
1983,176_expert,9.2
1984,176_master,10.6
1985,17_expert,9.5
1986,17_master,10.7
1987,17_remaster,12.7
1988,181_expert,9.6
1989,181_master,11.7
1990,182_expert,7.3
1991,182_master,9.5
1992,18_expert,9.6
1993,18_master,11.7
1994,20_expert,7.8
1995,20_master,9.9
1996,21_expert,8.5
1997,21_master,12.0
1998,274_expert,7.9
1999,274_master,9.9
2000,277_expert,8.8
2001,277_master,11.3
2002,27_expert,9.5
2003,27_master,11.7
2004,29_expert,7.9
2005,29_master,9.3
2006,305_expert,9.6
2007,305_master,11.4
2008,321_expert,9.8
2009,321_master,12.0
2010,323_expert,9.7
2011,323_master,11.7
2012,336_expert,9.0
2013,336_master,11.1
2014,338_expert,9.3
2015,338_master,10.9
2016,340_expert,7.8
2017,340_master,10.3
2018,34_expert,7.4
2019,34_master,8.9
2020,356_expert,10.4
2021,356_master,12.5
2022,357_expert,9.3
2023,357_master,12.1
2024,368_expert,8.6
2025,368_master,10.6
2026,369_expert,8.2
2027,369_master,10.7
2028,370_expert,9.1
2029,370_master,11.8
2030,371_expert,8.8
2031,371_master,11.0
2032,372_expert,7.4
2033,372_master,10.7
2034,377_expert,9.0
2035,377_master,11.4
2036,38_expert,10.0
2037,38_master,11.7
2038,397_expert,9.0
2039,397_master,11.8
2040,398_expert,9.1
2041,398_master,10.8
2042,402_expert,7.9
2043,402_master,10.1
2044,405_expert,9.2
2045,405_master,10.7
2046,406_expert,9.1
2047,406_master,10.4
2048,40_expert,10.2
2049,40_master,12.4
2050,414_expert,10.0
2051,414_master,12.7
2052,414_remaster,12.7
2053,416_expert,8.7
2054,416_master,11.5
2055,41_expert,7.2
2056,41_master,9.5
2057,423_expert,9.7
2058,423_master,13.1
2059,42_expert,9.3
2060,42_master,12.4
2061,43_expert,8.4
2062,43_master,10.0
2063,45_expert,8.1
2064,45_master,10.2
2065,468_expert,10.1
2066,468_master,12.5
2067,469_expert,7.7
2068,469_master,9.8
2069,470_expert,7.7
2070,470_master,10.5
2071,473_expert,7.4
2072,473_master,9.9
2073,474_expert,8.5
2074,474_master,11.0
2075,475_expert,8.8
2076,475_master,11.8
2077,475_remaster,12.7
2078,476_expert,7.8
2079,476_master,10.8
2080,479_expert,8.6
2081,479_master,10.2
2082,480_expert,10.1
2083,480_master,13.2
2084,481_expert,8.2
2085,481_master,11.2
2086,484_expert,8.5
2087,484_master,10.1
2088,485_expert,9.5
2089,485_master,12.3
2090,486_expert,9.3
2091,486_master,11.7
2092,487_expert,7.6
2093,487_master,8.7
2094,491_expert,8.2
2095,491_master,10.5
2096,497_expert,10.1
2097,497_master,12.9
2098,498_expert,7.7
2099,498_master,10.2
2100,499_expert,7.5
2101,499_master,11.1
2102,49_expert,8.0
2103,49_master,9.8
2104,500_expert,9.0
2105,500_master,12.9
2106,501_expert,8.4
2107,501_master,12.1
2108,502_expert,10.2
2109,502_master,11.6
2110,503_expert,8.3
2111,503_master,10.7
2112,504_expert,7.3
2113,504_master,10.3
2114,504_remaster,11.5
2115,505_expert,9.4
2116,505_master,11.4
2117,506_expert,11.5
2118,506_master,13.3
2119,53_expert,9.1
2120,53_master,10.7
2121,544_expert,7.5
2122,544_master,10.7
2123,54_expert,7.6
2124,54_master,9.8
2125,550_expert,8.5
2126,550_master,11.2
2127,551_expert,10.4
2128,551_master,13.3
2129,55_expert,8.6
2130,55_master,9.4
2131,560_expert,10.7
2132,560_master,13.3
2133,562_expert,9.2
2134,562_master,11.2
2135,56_expert,9.7
2136,56_master,13.4
2137,579_expert,9.9
2138,579_master,12.5
2139,59_expert,8.0
2140,59_master,9.4
2141,600_expert,8.8
2142,600_master,11.7
2143,601_expert,10.1
2144,601_master,12.7
2145,604_expert,8.4
2146,604_master,10.7
2147,605_expert,8.8
2148,605_master,10.2
2149,609_expert,7.8
2150,609_master,10.9
2151,60_expert,7.8
2152,60_master,9.5
2153,615_expert,10.8
2154,615_master,13.2
2155,634_expert,9.8
2156,634_master,12.4
2157,636_expert,10.7
2158,636_master,13.3
2159,645_expert,9.2
2160,645_master,11.0
2161,653_expert,8.8
2162,653_master,11.2
2163,654_expert,10.2
2164,654_master,13.4
2165,656_expert,8.6
2166,656_master,11.4
2167,659_expert,10.9
2168,659_master,13.7
2169,668_expert,9.9
2170,668_master,12.5
2171,668_remaster,12.9
2172,669_expert,10.8
2173,669_master,12.9
2174,678_expert,11.7
2175,678_master,13.3
2176,679_expert,11.3
2177,679_master,12.6
2178,697_expert,9.8
2179,697_master,12.7
2180,698_expert,10.2
2181,698_master,12.5
2182,710_expert,10.9
2183,710_master,13.7
2184,712_expert,10.8
2185,712_master,12.7
2186,717_expert,11.8
2187,717_master,13.2
2188,718_expert,9.0
2189,718_master,11.7
2190,728_expert,9.2
2191,728_master,11.2
2192,728_remaster,13.7
2193,729_expert,9.6
2194,729_master,10.8
2195,729_remaster,11.7
2196,730_expert,8.8
2197,730_master,10.8
2198,730_remaster,12.2
2199,743_expert,10.5
2200,743_master,11.7
2201,743_remaster,13.3
2202,744_expert,9.4
2203,744_master,10.8
2204,744_remaster,12.0
2205,751_expert,11.4
2206,751_master,13.2
2207,752_expert,10.3
2208,752_master,12.5
2209,753_expert,11.1
2210,753_master,13.8
2211,754_expert,9.8
2212,754_master,12.7
2213,774_expert,9.8
2214,774_master,11.3
2215,774_remaster,12.7
2216,775_expert,10.5
2217,775_master,13.3
2218,776_expert,9.4
2219,776_master,13.8
2220,787_expert,8.9
2221,787_master,12.6
2222,788_expert,10.1
2223,788_master,10.9
2224,788_remaster,12.8
2225,789_expert,10.6
2226,789_master,12.9
2227,790_expert,10.5
2228,790_master,11.3
2229,790_remaster,12.6
2230,824_expert,9.0
2231,824_master,12.3
2232,853_expert,9.0
2233,853_master,13.0
2234,902_expert,8.0
2235,902_master,10.0
2236,903_expert,8.0
2237,903_master,10.0
2238,904_expert,7.0
2239,904_master,10.0
2240,906_expert,8.0
2241,906_master,10.0
2242,907_expert,9.0
2243,907_master,10.0
2244,10420_expert,10.8
2245,10420_master,12.6
2246,11010_expert,9.1
2247,11010_master,11.8
2248,11010_remaster,12.3
2249,11024_expert,10.2
2250,11024_master,12.0
2251,11025_expert,10.5
2252,11025_master,13.8
2253,11028_expert,13.3
2254,11028_master,13.9
2255,11029_expert,12.5
2256,11029_master,14.6
2257,11030_expert,11.2
2258,11030_master,13.4
2259,11031_expert,11.4
2260,11031_master,13.8
2261,11032_expert,11.9
2262,11032_master,13.7
2263,11080_expert,9.5
2264,11080_master,12.0
2265,11107_expert,9.9
2266,11107_master,12.7
2267,11108_expert,9.4
2268,11108_master,12.6
2269,11109_expert,10.1
2270,11109_master,12.7
2271,11110_expert,10.0
2272,11110_master,12.8
2273,11111_expert,9.0
2274,11111_master,13.2
2275,11171_expert,12.5
2276,11171_master,14.4
2277,11172_expert,10.2
2278,11172_master,13.2
2279,11173_expert,10.7
2280,11173_master,13.2
2281,11174_expert,11.8
2282,11174_master,14.2
2283,11175_expert,12.5
2284,11175_master,13.8
2285,11176_expert,12.0
2286,11176_master,14.3
2287,11177_expert,10.5
2288,11177_master,13.2
2289,11177_remaster,13.7
2290,11239_expert,9.5
2291,11239_master,12.8
2292,11240_expert,9.7
2293,11240_master,12.6
2294,11241_expert,10.2
2295,11241_master,13.2
2296,11241_remaster,13.8
2297,11242_expert,10.0
2298,11242_master,13.0
2299,11243_expert,10.8
2300,11243_master,13.8
2301,11246_expert,10.5
2302,11246_master,13.7
2303,11247_expert,9.8
2304,11247_master,12.8
2305,11248_expert,12.9
2306,11248_master,14.3
2307,11249_expert,10.0
2308,11249_master,13.4
2309,11294_expert,12.2
2310,11294_master,14.3
2311,11295_expert,12.9
2312,11295_master,14.6
2313,11312_expert,10.2
2314,11312_master,13.2
2315,11313_expert,9.7
2316,11313_master,12.7
2317,11314_expert,11.7
2318,11314_master,13.9
2319,11315_expert,12.6
2320,11315_master,14.5
2321,11316_expert,10.0
2322,11316_master,13.5
2323,11317_expert,10.5
2324,11317_master,13.5
2325,11318_expert,13.1
2326,11318_master,14.4
2327,11319_expert,12.5
2328,11319_master,13.9
2329,11396_expert,10.0
2330,11396_master,13.6
2331,11398_expert,12.5
2332,11398_master,14.1
2333,11399_expert,10.8
2334,11399_master,13.5
2335,11400_expert,12.2
2336,11400_master,13.9
2337,11401_expert,10.7
2338,11401_master,13.2
2339,11402_expert,11.7
2340,11402_master,13.4
2341,11404_expert,11.5
2342,11404_master,13.7
2343,11405_expert,12.4
2344,11405_master,14.1
2345,11443_expert,12.6
2346,11443_master,13.8
2347,11446_expert,13.0
2348,11446_master,14.5
2349,11449_expert,11.2
2350,11449_master,13.3
2351,11451_expert,11.5
2352,11451_master,13.5
2353,11471_expert,12.8
2354,11471_master,14.2
2355,11472_expert,12.8
2356,11472_master,14.1
2357,11473_expert,10.8
2358,11473_master,13.2
2359,11474_expert,10.7
2360,11474_master,13.8
2361,11475_expert,12.0
2362,11475_master,14.3
2363,11477_expert,10.0
2364,11477_master,13.3
2365,11478_expert,12.8
2366,11478_master,14.3
2367,11478_expert,12.8
2368,11478_master,14.3
2369,11479_expert,12.9
2370,11479_master,14.3
2371,11525_expert,10.7
2372,11525_master,13.8
2373,11549_expert,12.8
2374,11549_master,14.3
2375,11550_expert,12.8
2376,11550_master,14.4
2377,11551_expert,9.7
2378,11551_master,12.5
2379,11552_expert,10.7
2380,11552_master,13.3
